,ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 5 default,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 6 default,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 8 default,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Meta: product_short_name,Meta: _product_short_name,Meta: product_main_keyword,Meta: _product_main_keyword,Meta: product_tastes_like,Meta: _product_tastes_like,Meta: upc,Meta: _upc,Meta: product_acronym,Meta: _product_acronym,Attribute 7 default,Attribute 10 default,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _yoast_wpseo_wordproof_timestamp,Meta: _yoast_wpseo_primary_product_cat
48,65,variable,GMJTWBKTM,"Gentleman Jack Tennessee American Whiskey 750 ml, 1 L",1,0,visible,"Gentleman Jack Tennessee Whiskey, double mellowed through maple charcoal, offers versatility, whether enjoyed neat, on the rocks, or in cocktails. Smooth and rich.","The only whiskey in the world to be double mellowed through maple charcoal – once before and once after maturation. It is also versatile, so can be enjoyed on the rocks or as part of a delicious cocktail such as the Gentleman's Sour or Gentleman's Brew.\n\nGentleman Jack Tennessee Whiskey is smooth, rich and character-filled.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > American Tennessee Whiskey, Whiskey & Scotch","american, gentleman jack, jack daniels, jd, tennessee, whisky",,[],,,,,,,,,0,Volume,"1 L, 750 ml",1.0,1,750 ml,Country,USA,1.0,0.0,USA,Age,,0.0,0.0,,ABV,40%,1.0,0.0,40%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Vanilla, Spicy",1.0,0.0,Grape Varieties,,0.0,0.0,Gentleman Jack,field_663f88db36702,Tennessee American Whiskey,field_663f893236703,Vanilla &amp; Spicy,field_663f89a536704,,field_6641ab1530a93,JD,field_6701106f7ade4,,,,,,
49,66,simple,PP12WBKTM,Proper Twelve Blended Irish Whiskey 1 L,1,0,visible,"Proper No. Twelve, launched in 2018 by Conor McGregor, offers a nose of vanilla, floral barley, and woody notes, with fruity apple and honey on the palate, and a toasted oak finish.","Launched in 2018, Proper No. Twelve is a blended Irish whiskey produced by former UFC lightweight and featherweight champion, Conor McGregor. Crafted with the help of former Bushmills distillery manager David Elder, this expression is triple distilled at one of Ireland's oldest distilleries and matured in ex-bourbon barrels before being bottled at 40% abv. Proper No. Twelve is named in homage to McGregor's hometown, Crumlin, located in the Dublin 12 area.\n\nThe nose has vanilla pod, floral barley and woody notes. The palate brings fruity apple and honey, followed by a kick of white pepper. The finish brings a toasted oak heat with some soft caramel.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,10300.0,"Whiskey & Scotch > Blended Irish Whiskey, Whiskey & Scotch","Blended, Conor McGregor, irish, proper twelve, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/proper-twelve-blended-irish-whiskey-1-l.webp,,,,,,,,,0,Volume,1 L,1.0,1,,Country,Ireland,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Vanilla, Honey",1.0,0.0,Grape Varieties,,0.0,0.0,Proper Twelve,,Blended Irish Whiskey,,Vanilla &amp; Honey,,,,,,,,,,,
50,67,variable,JSWBKTM,"Jameson Blended Irish Whiskey 750 ml, 1 L",1,0,visible,"Jameson's legacy of triple distillation and pot still character, established in 1780, results in remarkably smooth and perfectly balanced whiskey.","Continuing John Jameson's legacy of triple distillation while staying true to the pot still character he established in 1780, Jameson is remarkably smooth and perfectly balanced.Following long maturation in oak casks, unpeated pure pot still and grain whiskies are blended to create the unique Jameson taste, a process overseen from 'grain to glass' at the Midleton Single Distillery in Cork. Jameson has a warm, golden honey colour. This appetising appearance delivers through to the smooth and quality taste of the whiskey.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > Blended Irish Whiskey, Whiskey & Scotch","Blended, irish, jameson, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/jameson-blended-irish-whiskey-1-l.webp,,,,,,,,,0,Volume,"1 L, 750 ml",1.0,1,750 ml,Country,Ireland,1.0,0.0,Ireland,Age,,0.0,0.0,,ABV,40%,1.0,0.0,40%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Floral Rose Water, Spice",1.0,0.0,Grape Varieties,,0.0,0.0,Jameson,,Blended Irish Whiskey,,Floral Rose Water &amp; Spicy,,,,,,,,,,,
51,68,simple,BMBKBWBKTM,Bushmills Black Bush Blended Irish Whiskey 700 ml,1,0,visible,"Bushmills Irish whiskey marries high malt content with light grain whiskey, matured in Sherry and Bourbon casks for a versatile sip.","A staple Irish whiskey from Bushmills distillery, this expression combines an exceptionally high amount of malt whiskey married with a lighter grain whiskey, and then matured in former Oloroso Sherry and Bourbon casks before being bottled at 40% abv. An easy drinker sipped neat, but also works fantastically in a fruity whiskey cocktail.\n",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,7205.0,"Whiskey & Scotch > Blended Irish Whiskey, Whiskey & Scotch","Blended, Bushmills Black Bush, irish, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/bushmills-1608-irish-whisky-750ml.webp,,,,,,,,,0,Volume,700 ml,1.0,1,,Country,Ireland,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Vanilla, Salted Caramel",1.0,0.0,Grape Varieties,,0.0,0.0,Bushmills Black Bush,,Blended Irish Whiskey,,Vanilla &amp; Salted Caramel,,,,,,,,,,,
52,69,simple,TMDEWWBKTM,Tullamore D.E.W Blended Irish Whiskey 1 L,1,0,visible,"Tullamore Dew, the original Irish blend, triple distilled and aged in ex-bourbon and sherry casks for smoothness and gentle complexity.","Tullamore Dew is the original blended Irish whiskey, known the world over for its smooth and gentle complexity. For one, it is triple distilled and patiently aged in a combination of ex-bourbon and sherry casks, developing its distinctive smoothness. Secondly, being a blend of all three types of Irish whiskey, it has a gentle complexity.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,8900.0,"Whiskey & Scotch > Blended Irish Whiskey, Whiskey & Scotch","Blended, irish, Tullamore Dew, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/tullamore-d-e-w-blended-irish-whiskey-1-l.webp,,,,,,,,,0,Volume,1 L,1.0,1,,Country,Ireland,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Vanilla, Caramel",1.0,0.0,Grape Varieties,,0.0,0.0,Tullamore D.E.W,,Blended Irish Whiskey,,Vanilla &amp; Caramel,,,,,,,,,,,
53,70,simple,RB12YOWBKTM,Redbreast 12 Year Old Aged Single Pot Still Irish Whiskey,1,0,visible,"Redbreast 12 Year Old, a single pot still whiskey, aged in Oloroso sherry casks, offering a Christmas cake-like flavor with spice notes.","A single pot still whiskey full of aroma and flavour, Redbreast 12 Year Old benefits from a strong contribution from distillates which have matured in Oloroso sherry casks, giving it its trademark Christmas cake character. Presented at 40% abv.\n\nExpect notes of linseed, sherry and marzipan on the nose, leading to a palate full of Christmas cake-like flavour, with touches of liquorice and ginger. A long and spicy finish, with hints of vanilla.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > Single Malt Irish Whiskey, Whiskey & Scotch","12 year old, Blended, irish, Red Breast, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/redbreast-12-year-old-aged-single-pot-still-irish-whiskey-700ml.webp,,,,,,,,,0,Country,Ireland,1.0,0,,Age,12 Year Old Whisky,1.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,,Colour,,0.0,0.0,Flavour,"Christmas Cake, Sweet",1.0,0.0,,Grape Varieties,,0.0,0.0,,,,,Redbreast 12 Year Old,,Aged Single Pot Still Irish Whiskey,,Christmas Cake &amp; Sweet,,,,,,,,,,,
54,71,simple,RB15YOWBKTM,Redbreast 15 Year Old Aged Single Pot Still Irish Whiskey,1,0,visible,"Redbreast 15 Year Old, initially a limited edition, boasts a mellower taste than its 12 Year Old counterpart. Aged in ex-sherry and ex-bourbon casks, it's rich in caramel and spices.","This single pot still Irish whiskey began life as a limited edition in Paris, before finding its way into the Redbreast core range. The additional three years of aging give this whiskey a mellower taste than the Redbreast 12 Year Old, and have earned this expression multiple awards in competitions around the world. The expression is matured in both ex-sherry and ex-bourbon casks, and is presented at 46% abv and free from chill filtration.\n\nExpect aromas of caramel, cinnamon and nutmeg, leading to a palate full of sweet spices like ginger, fennel and cinnamon, with touches of sherry, toffee and oak. The finish is a dry and peppery one, where the sweet spices linger on and on.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > Single Malt Irish Whiskey, Whiskey & Scotch","15 year old, Blended, irish, Red Breast, whisky",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/redbreast-15-year-old-aged-single-pot-still-irish-whiskey-700-ml.webp,,,,,,,,,0,Country,Ireland,1.0,0,,Age,15 Year Old Whisky,1.0,0.0,,ABV,46%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,,Colour,,0.0,0.0,Flavour,"Sweet, Spice",1.0,0.0,,Grape Varieties,,0.0,0.0,,,,,Redbreast 15 Year Old,,Aged Single Pot Still Irish Whiskey,,Sweet &amp; Spicy,,,,,,,,,,,
55,72,simple,RB18YOWBKTM,Replace Redbreast 18 Year Old Aged Single Pot Still Irish Whiskey,0,0,visible,,,,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Whiskey & Scotch > Single Malt Irish Whiskey, Whiskey & Scotch",,,https://shop.drinksnepal.com/wp-content/uploads/2024/05/redbreast-18-year-old-aged-single-pot-still-irish-whiskey-700-ml.webp,,,,,,,,,0,Country,Ireland,1.0,0,,Age,,0.0,0.0,,ABV,,0.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,,Colour,,0.0,0.0,Flavour,,0.0,0.0,,Grape Varieties,,0.0,0.0,,,,,Replace Redbreast 18 Year Old,,Aged Single Pot Still Irish Whiskey,,,,,,,,,,,,,
56,73,variable,ABSVDKBKTM,"Absolut Vodka 750 ml, 1 L",1,0,visible,"Absolut Vodka, crafted in Sweden, is pure, rich, and full-bodied, with a smooth, mellow taste and a distinct grain character.","Absolut Vodka is a Swedish vodka made exclusively from natural ingredients, and it doesn’t contain any added sugar. Absolut is as clean as vodka can be. Rich, full-bodied and complex, yet smooth and mellow with a distinct character of grain, followed by a hint of dried fruit.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Vodka > Regular Vodka, Vodka","absolut, vodka",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/absolut-vodka-1-l.webp,,,,,,,,,0,Volume,"1 L, 750 ml",1.0,1,750 ml,Country,Sweden,1.0,0.0,Sweden,Age,,0.0,0.0,,ABV,40%,1.0,0.0,40%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Vanilla, Pepper",1.0,0.0,Grape Varieties,,0.0,0.0,Absolut,,Vodka,,"Vanilla, Clean &amp; Pepper",,,,,,,,,,,
57,74,simple,CRCVDKBKTM,Ciroc Vodka 750 ml,1,0,visible,"\nCrafted from top-tier French grapes, Ciroc Vodka offers flavor and sophistication.","Ciroc Vodka is made with the finest French grapes and filled with flavour and style. This versatile spirit can be enjoyed on the rocks, or in classic vodka cocktails such as the Cosmopolitan. ",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,7900.0,"Vodka > Regular Vodka, Vodka","ciroc, vodka",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/ciroc-snap-frost-vodka-700-ml.webp,,,,,,,,,0,Volume,750 ml,1.0,1,,Country,France,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Ciroc,,Vodka,,Smooth &amp; Versatile,,,,,,,,,,,
58,75,simple,KTL1VDKKTM,Ketel One Vodka 1 L,1,0,visible,"Crafted from non-GMO European wheat, Ketel One Vodka offers traditional distilling expertise in every sip.",Experience the taste inspired by traditional distilling expertise with Ketel One Family Made Vodka. Our 80 proof vodka is carefully crafted using non-GMO European wheat for smoothness and neutrality.,,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,8600.0,"Vodka > Regular Vodka, Vodka","ketel one, vodka",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/ketel-one-vodka-1-l.webp,,,,,,,,,0,Volume,1 L,1.0,1,,Country,Netherlands,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Pepper, Sweet, Citrus",1.0,0.0,Grape Varieties,,0.0,0.0,Ketel One,,Vodka,,"Pepper, Sweet &amp; Citrus",,,,,,,,,,,
59,76,simple,FINVDKBKTM,Finlandia Vodka 750 ml,1,0,visible,"Finlandia Vodka, crafted from pure glacial spring water and six-row barley, delivers a crisp, clean taste, making it exceptionally light and delicate.","Finlandia is one of the purest expressions of Vodka found today. Finlandia’s unparalleled quality can be attributed to only the finest ingredients: pure glacial spring water, a legacy of the Ice Age, and six-row barley, which offers the highest quality starch and the lowest possible content of natural oils, delivering a crisp, clean taste.\n\nFinlandia Regular is an extremely light and delicate vodka of pure spirit with a crispy “bite” of vodka.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,4835.0,"Vodka > Regular Vodka, Vodka","finlandia, vodka",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/finlandia-vodka-750-ml.webp,,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Finland,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Finlandia,,Vodka,,,,,,,,,,,,,
60,77,simple,HKUVDKBKTM,Haku Vodka 700 ml,1,0,visible,"Crafted by Japan's House of Suntory from 100% Japanese white rice, this vodka, named for brilliance, boasts a soft, rounded taste.","Produced by Japan's famed House of Suntory, renowned for whisky from Yamazaki, Hakushu, Hibiki and more, this craft vodka is made with 100% Japanese white rice. Named for the Japanese word for 'white' or 'brilliant', this expression is filtered through bamboo charcoal giving it a soft, rounded taste.\n\nThe nose is soft and sweet with fresh floral aspects. The palate is rich and mouth-filling with complex sweet rice flavours, before a smooth and sweet finish that lingers on.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,7500.0,"Vodka > Regular Vodka, Vodka","haku, vodka",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/haku-vodka-700-ml.webp,,,,,,,,,0,Volume,700 ml,1.0,1,,Country,Japan,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,Sweet,1.0,0.0,Grape Varieties,,0.0,0.0,Haku,,Vodka,,Rich &amp; Sweet,,,,,,,,,,,
61,78,simple,ALEXVDKBKTM,Alexander Vodka 700 ml,1,0,visible,"\nVodka Alexander: Pure grain fermentation, five distillations yield rich, complex essence.","Vodka Alexander is produced by fermenting an infusion of sugars obtained from pure grain only, a noble raw material that leads to a distillate with a strong character. It is obtained through five distillation phases, allowing to extract the aromatic characteristics from the raw material and leading to a rich and complex distillate.\n\nIt is finally enriched by blending it with water from the Alps, and filtered to eliminate impurities which may alter its organoleptic profile.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,6950.0,"Vodka > Regular Vodka, Vodka","alexander, vodka",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/alexander-vodka-700-ml.webp,,,,,,,,,0,Volume,700 ml,1.0,1,,Country,Italy,1.0,0.0,,Age,,0.0,0.0,,ABV,38%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Alexander,,Vodka,,,,,,,,,,,,,
62,79,simple,BLVDVDKBKTM,Belvedere Vodka 700 ml,1,0,visible,"Belvedere Vodka, from Poland, embodies 600 years of tradition. Its luxurious liquid offers a velvety mouth-feel with hints of vanilla and spice.","Ultra-premium Belvedere Vodka, hailing from Poland, is the culmination of 600 years of vodka-making tradition.This sleek gift box is the perfect present for vodka aficionados, with the luxurious liquid inside providing a velvety rich mouth-feel and subtle flavours of vanilla, white pepper and spice.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,9000.0,"Vodka > Regular Vodka, Vodka","belvedre, vodka",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/belvedere-vodka-700-ml.webp,,,,,,,,,0,Volume,700 ml,1.0,1,,Country,Poland,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Belvedere,,Vodka,,,,,,,,,,,,,
63,80,simple,STOLIVDKBKTM,Stolichnaya Vodka 1 L,1,0,visible,"Stolichnaya vodka is crystal clear and exceptionally smooth, with subtle notes of marshmallow, citrus, and a clean, balanced finish. It's crafted for those who appreciate refined vodka and know themselves well.","Stolichnaya vodka is a classically styled, exceptionally smooth vodka.\n\nCrystal clear in color with marshmallow, mineral and mild fruit peel aromas, a soft, supple entry leads to a smooth, medium bodied palate with pastry frosting, talc and citrus rind flavors.\n\nIt finishes with a clean, lightly sweet, sugar dust, wet straw and balanced pepper fade.\n\nIt’s for those who know their vodka, and themselves even better.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,8540.0,"Vodka > Regular Vodka, Vodka","stolichnaya, vodka",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/stolichnaya-vodka-1-l.webp,,,,,,,,,0,Volume,1 L,1.0,1,,Country,Russia/Latvia,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Toast, Pepper",1.0,0.0,Grape Varieties,,0.0,0.0,Stolichnaya,,Vodka,,Toast &amp; Pepper,,,,,,,,,,,
64,81,simple,TTOHMDVDKBKTM,Tito's Handmade Vodka 1 L,1,0,visible,"Crafted gluten-free vodka, delivers a smooth taste with a clean finish.","This gluten-free vodka is distilled using old-fashioned copper pot stills, inspired by the distillation methods of fine single malt scotches and high-end French cognacs. It is goes down smooth and has an impeccably clean finish.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,10865.0,"Vodka > Regular Vodka, Vodka","titos, vodka",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/titos-handmade-vodka-1-l.webp,,,,,,,,,0,Volume,1 L,1.0,1,,Country,USA,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Imported,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Sweet, Pepper",1.0,0.0,Grape Varieties,,0.0,0.0,Tito's,,Handmade Vodka,,"Clean, Sweet &amp; Pepper",,,,,,,,,,,
65,82,variable,GYGUZVDKBKTM,"Grey Goose Vodka 750 ml, 1 L",1,0,visible,"Renowned for its iconic bottle, Grey Goose Vodka is crafted from the finest French wheat and spring water, ensuring a smooth spirit.","Grey Goose Vodka is a premium French Vodka, well known for its iconic elegant clear bottle. The vodka is created from the finest French ingredients - wheat from the Picardie region and spring water from Cognac. François Thibault, the master distiller ensures a rigorous production process which creates an astonishingly smooth and clean spirit. Grey Goose Vodka can be served neat, poured over ice, or alternatively it can be used in a wide variety of cocktails.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,"Vodka > Regular Vodka, Vodka","grey goose, vodka",,https://shop.drinksnepal.com/wp-content/uploads/2024/05/grey-goose-vodka-1-l.webp,,,,,,,,,0,Volume,"1 L, 750 ml",1.0,1,,Country,France,1.0,0.0,France,Age,,0.0,0.0,,ABV,40%,1.0,0.0,40%,Source,Imported,1.0,0.0,Imported,Closure,Screw Cap,1.0,0.0,Screw Cap,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Grey Goose,,Vodka,,Smooth &amp; Delicate,,,,,,,,,,,
